label,data
fear,uuh ajig alo urang kost na tukangeun hasan sadikin hariwang euy
fear,Urang sok sering ngimpi nu geus maraot atau aya babaturan nu maot. Heg isukna sok kabeneran aya kabar duka. Sarieun anjir.
fear,Urang kudu kumaha atuh kang....asa kareueung ieu teh
fear,"Unggal rek ka sorekeun, Bandung asa keueung kieu, Gusti..."
fear,uing wae nu positipna sakota ngan 3 siki geus keueung
joy,Uing ie nyimak babarakatakan
joy,Udud ngeunah pisan ya allah
fear,Udahlah jangan di jajadi keun beki keueung abi mun hayam mah benang eluk.heup weh geus
anger,"Tuman, jelema kieu mah... Cacag siah ku aing!!"
anger,trus aing kudu naon jurig? mun aing jahat asup penjara emangna sia rek tanggung jawab? tangkurak
sadness,"Tos atuh corona , nya....saredih puasa teh di iringan corona"
anger,tong sok mancing pinapsueun lah
sadness,"Tong sare wae atuh, coba weh yoga atawa zumba di imah, sugan weh cageur. Duh balik ka imah enak euy, urang ka lockdown di malang meuni sedih didieu"
anger,TONG NGABANGUS DINA FB ... BISI DIDAGOR KU AING... SAMARUK AING SIEUN MEUREUN KU ANU LEUWIH GEDE TI AING...
joy,"tong nepi diekspor kade kang, alhamdulillah hade pisan kabarna."
anger,tong loba babangus aisia
anger,tong babangus lah sia kadieu buru
sadness,"Tiba tiba kepikiran aponi, terus sedih , cirambayan ajaa"
joy,"tiada yang paling nikmat mandi jam 4 subuh dan nunggu shalat subuh abis itu tidur lelap, seger pisan, enaaaaak"
sadness,ti mangkukna kamari jeung tadi isuk2 hate teu geunah hayang ngajerit . ti ayena mah ka harepna hayang seri cik tarik
sadness,"Teukarasa mani gancang waktu teh, sedih hanjelu ceurik"
fear,"Teu sempet foto... Sieun... Langsunh uih wae... Ya ampun teu puguh balanja ge. Asa karek masuk jiga nu uang kaget, langsung kaluar deui. Ngeri ath..."
fear,Teu plin...sarieun...abi nonton rusuhna weh disisi
anger,Teu mikir sateh nu loba kaluar negeri anu balenghar kovlok ...pinapsueun sateh
joy,TEU KUAT NYAKAKAK IEU MH ASTAGFIRULLAH
joy,"Teu kuat hayang seuri, inget si royson"
joy,teu kuat hayang seuri wkwkwk
anger,Teu ka Deuleu mang dadang atuh ah sok pinapsueun .... keur teu ka bagi teh !!!
anger,Teu gaduh polo mah mung babangus wungkul cenah ustadz.
anger,"teu dulur teu batur nginjem duit teh ukur bisa menta na, giliran mayarna ngadon ngaralengit... keur loba pangabutuh kieu sok matak pinafsueun, pajarkeun anu butuh duit teh maranehna hungkul mereun..."
fear,Teu bisa molor jar sarieun
fear,Teu acan eung...mung tos uih margi aya nu positif covid lebet..sarieun
joy,Ternyata kasusnya sampe dalem bor wkwkwkwk ya allah kutak ingin terkompori wkwkwkwkwk hayang seuri aingggggg
sadness,"Terhimpit dina ruang sempit antara cicing dina kaayaan hate ngajerit, atawa indit dina rasa nyaah anu hese leungit."
anger,Teori hungkul babangus badag. Realitana mah pret ah
sadness,Tengah peuting jemplang jempeling jol seak hate cing seredet sedih nu teu pgh tea asa hayang cerik asa hayang ngajerit maratan langit ngoceak maratan jagat bakt ku sedh na ieu hate anu teu pgh mimitinw kmha jol.
anger,"Telat goblog , pinafsueun wae sia mah"
fear,Tarawih pertama biasa padesek-desek sekarang palaur juga mau ke masjid
anger,Tangkurak sia..anak sia tah mimitina kehed
anger,Tangkurak sia tolol hed..ngerakeun sunda..bagong sia..!
anger,TANGKURAK SIA TEU BOGA CECEDO !!!!
anger,Tangkurak sia kekey. Anjing pantes mereun sia kikituan
sadness,"Tah tingal.... Dimana2 dampak Covid-19, ulah waka ngoceak mun teu boga duit..."
joy,Sumuhun kang hatur nuhun wejangan na meuni beunang ka abi....
sadness,Sumpahh om pee ngabatin ieu duh:(
fear,"Sumpah sieun :' Ieu diajakin di mesjid, ni sarieun"
anger,"Sumpah eta bagong meuni pabelah gunung pisan, kunaon anying goblog pinggiran bogor, apa kumaha?"
joy,"sumpah demi alloh, merinding teu karasa nyurucud cai panon, sora mang ayi meni reeus gusti nu agung"
fear,Sumpah Demi Adank... Asa keueung kieu.
joy,sumpah atoh pisan kaluar imah
joy,"Sumpah atoh pisan ieu,bakal ngabaturan ngabuburit yakin da"
joy,Subhanalloh raoseun pisan
joy,Sono pisan sonten ieu turaes meni merdu tur panas na saé Alhamdulillah.
anger,"Someah anjing someah isuk"" nyien aing kehel, apa perlu iye tukang bubur ku aing kadek"
fear,sok sarieun ai aya kemenkes onlen teh
sadness,"sok saredih aya nu inget teh, tapi aneh naha amplopna kosong"
sadness,Sok saredih ari maca berita nu kalaparan teh...
sadness,sok saredih amel:( mangat para pejuang
anger,Sok pinapsueun ker teu baroga duit teh
sadness,Sok hyg balik ka kosan trs ceurik sepuasnya tanpa ad org yg komen komen ajig
sadness,Sok hayang ceurik gogoakan tapi da jang naon ceunah.
sadness,Sok hayang ceurik ai kieu teh
anger,"Sok geura, lamun ngomongkeun aing teh ulah ditukangeun aing laahh. Diharepeun komuk aing wee ambeh langsung didagor kuaing!"
sadness,Sing ngarasekeun we. Nyeri hate nempona. Ceurik batin mah euy nempo aparat ngababi buta kitu ka warga
sadness,"Sing jadi perah tina perih ieu sib,, sing jd obat pil pait teh, urng mh ukur bisa ngado'akeun, sugan ari nu d nyerikeun mh d kabul ku gusti,, sing menang sing sumanget, snjan ku batur d licikan oge.. Hate mh ngajerit ninggali d kikitu ku batur teh,"
fear,"Sieun aslian, pertama kali Ridin' vers keluar itu aing hilang kewarasan sampe tidur subuh..."
anger,sianying tolol bat kalakuan sia
anger,siaaaaa ka indung aing rek nyipok.... kadek kuaing siah
anger,"sia tangkurak , ngadoraksakeun sarerea !"
anger,SIA PIKIR SIA SEGANTENG APA SI BAGONG
anger,Sia nu najis kehed. Kadek ku aing
anger,"Sia ngomong kitu sakali deui, didagor siah sirahna ku aing, getih dibales getih, tapi mun maneh ngarahetkeun manah orang sunda, tepi kamana ge ku aing diteang. moal bisa tenang."
anger,Sia goblog nu tiheula di cacag ku aing setan!!
anger,Sia dongo sia bagong sia mah ngatain aing wae bisa na -_-
anger,sia anjing pinafsueun wae euy boy dasar titisan saep
anger,sia ai geus goblok eweh obat na.
anger,"Si koplok loba bacot anying sia, kunaon ai sia eweuh gawe? Eweuh waktu aing ngawaro sia, hoream teuing aing ngadatangan mane. Indit lah goblog aing rujit"
anger,si kehed budak vrindavan pinapsueun
anger,Si anjing mah diomongan teh kalah ngahereykeun
anger,"si anjg mah te gableg kaera ges puguh isuk teh puasa kalakah nyien piomongen, goblog pisan"
sadness,"Shock, reuwas, nyeri hate, dadas, kaget, soak ah ythn sgla karasa:((( meuni gini2 teuing kisah cinta:')"
joy,Setiap chat ada aja yg bikin hayang seuri meskipun tunduh
joy,Seserian nepi ka eungap kieu WKWKKWKWKWWK
fear,"Sepi sepi sepi,keeung dijalange"
fear,"Sepi bgt, bnr2 keeung gusti :("
anger,"Sender awewe tp sender na teu bisa ngahargaan perasaan kabogoh si lalaki make bahasa ""KITA RUTIN HS DAN KISSING JUGA"" Goblog bapa sia unggal poe solat tahajud ajgg)) :"
fear,sekitaran jln moh Toha hujan ngaririncik mana sepi mana poek duh Gusti asa kareueung kieu
joy,Seketika perutku bergetar.. teu kuat ngabarakatak...
anger,sekarang dah puasa full di rumah tapi sedih anying da gara2 si corona romadon teh sepi we ah teu kieu romadon di imah kahayang aing mah siateh corona goblog
joy,"Sekarang baru ngerti kenapa tadi siang bilang, amanlah masih deket ke jkt. Nuhun teteh, nuhun kang emil, nuhun jabar! Meuni bungah, terharuuu"
sadness,"SEDIH, KISAH WAFATNYA NABI MUHAMMAD SAW"
sadness,"Sedih pisan, liat live stream mekkah. Ngeshootnya ngga di gerbang atau dalem masjidil haram/nabawi lg tp dari atas atau sekitaran masjid. Karena ngga ada orangnya"
sadness,"Sedih pisan eta asli lah, kami geus nonton sampe beres"
sadness,"sedih euy,meuni sadgrel kiyeu kita teh"
sadness,"Sedih di tahan, perih di lawan. Tetep seuri walaupun hate nalangsa loba kanyeuri, lain keur sandiwara. Tapi sekedar nyoba tegar tanpa loba nyarita kasasaha"
sadness,Sedih anjir baheula hyg nu kieu neupi ceurik uo teu dipangmeulikeun keneh wae ku s momsky :(
joy,"Sayur asem, sambal terasi, ikan asin, nikmat pisan gusti"
fear,saya mah palaur teh upami teu paratuh...diperpanjang PSBB na...hadeuuuh ripuuh
fear,Sarieun tea urusan sareng gengster mah ah
fear,sarieun tea keur conoha kieu kaluar :(
anger,saria teh cicing atuh diimah goblog keur pandemi kieu
anger,"Saria kabeh masih ngagugu kana beunguet, pikeun mikanyaah hiji jalma. Mening kadek sia ku aing"
sadness,"Saredih pron, sahur na dikantin rumahsakit :')"
sadness,Saredih kieu ninggali vidio kabeh lancek dihuapan kue ku indung
sadness,Saredih kieu gusti janten anak rantau teu tiasa kamana2
sadness,"saredih kieu eum maju k bulan puasa tapi pabaliut jg wabah, ya alloh mugi sing teras rengse ieu wabah tos hoyong kempel sareng sanak sodara, mugi disehatkan sadayana aamin"
sadness,Saredih anjir ai puasa teu di barengan jeng teu boga duit mah
sadness,"Sarap sia goblog lain nga jedog di imah malah nararongki rujit aing nempona ge. Di bejaan alus malah ""nya kumaha aing atuh neng, hirup hirup aing"" enyaa a hidup sia. Tapi mun sia maot gara gara korona ge kabeh ripuh kehed meuni teu ngarti ngarti sedih aing"
fear,"Sapoe ayeuna berita duka ting galaletuk nu maot, kareueung"
anger,"Sangeunahna babangus teh, teu nyaah pisan ka awak koplok"
joy,"sanes jurusan basa Sunda, tapi meni teu raos ninggali aya nu kieu"
fear,"Sanes indigo ieu mah nya,tapi keueung,sieun. tiap wayah kieu selama 2 Minggu kapengker."
fear,"Salah ngomong dikit di spill, asa kumaha kitu. Sarieun euy lila2 mah niat senang2 malah makin jangarrr"
joy,"Sakaw yang nikmat ... Meuni luar biasa kitu, barakallah, Kang"
sadness,"Sakapeung mah sok hayang ngajerit maratan langit, ngoceak maratan jagad... :'("
anger,"saha sih,aing meni kepo pisan anying sia babi bagong"
anger,"Ruwet...ruwet...lah kos babangus na, bacot na euweuh nu bisa di cekel"
anger,"Rungsing kieu ungat jelema DKI dan Jabar coret mah anying, pinapsueun kabeh. Sue."
anger,"Rungsing aing mah da, nonton mantak pinafsueun teu nonton mantak panasaran. Cik atuh baleg sateh!"
anger,rudet goblog psbb teh kabeh tempat dahar 24jam tarutup
anger,Rudet ajig lalajo na ge.. Komo ningali lord Febri bow pinafsueun anyeeng
anger,"rieut aing, jaman sekarang media banyak banget yang jadi wadah umat beragama untuk perang bacot, asa hayang di dagor teh adminna ajg"
anger,"Ribet si goblog rek sahur ge, kaburu lebaran anjeng"
fear,Rewas dayyyy... Tetep we muringkak sok denger ge
joy,Reugreug ah ari tos ngalewatan hari salasa teh:') asa meni reeus iye hate gustiiii
joy,"Resep ningali timeline Twitter, snapgram, snapWA asa barungah Kabeh pedah PERSIB menang laga away mah"
fear,Rek masang wifi deui tapi sieun teu kabayar euy
joy,Raresep ninggalan foto nu pariknik.. Barungah baragja. Maraneh edan...!!nuh
sadness,"Raheut manah tapi nyaah, cicing salah tapi teu bisa ingkah:("
sadness,Raheut manah nyeri hate ceurik getih tengteuingeun
sadness,raheut kie aslina kanu manah
sadness,"Raga pajauh , ragrag kecap silih asuh teu hayang wawuh , batin ngoceak , aya rasa sono nu nga dodoho tapi kahalang ego , nu akhirna perang jeung kamunafikan"
joy,Punya vendor pernikahan meuni bageur kituu.. suka ngasih postingan positif buat klien calon mantennya. Alhamdulillah
anger,Punya pacar gaada pedulimya pisan anjing emang
fear,"punten, di cisaranten kulon pareum listrikna. Ulah lami nya plis. Keueung. nuju nurut anjuran pemerintah"
fear,Punten cek di halteu seeur nu dagang pas ngabuburit sanesna kukumaha tapi hariwang iyeu mah
sadness,"Pulang-pulang kosan banjir,meuni makin dadas wae ieu hate :((((("
anger,pulang atuh teh ai kamu nanaonan cicing kuatka 3 jam:(( Atos sok uih nya teh. Enke jalmi na urg kadek weh aral kieu aing mah gusti-.- kuatka teu ngahargaan
anger,polisi pinafsueun manajemen saruana ajig
sadness,Plisss mayat ge punya hak. Sedih pisan ajig meuni kieu :(
sadness,plisss atuh gaiss hate aku meni udah dadas gini duh:((
anger,Pinafsueun keuheul sedih nempo ningali maneh maen
anger,"Piceun lah striker teh, maen teh siga nu teu niat, ongkoh king ai cokor kokoredeun, pinafsueun kehed"
sadness,"Peurih, nyeri, ngajerit hate ningalina"
joy,pelem pisan dibubur make gula aren.. lezat tur nikmat..
sadness,Pejuang nyari tempat magang.. ke Jakarta tapi di phpin wkwk.. pulang teu boga duit.. bulan puasa.. waraas saredih
anger,Pap we pap lalaki teh goblog
sadness,Panon cirambay mapay mapay pipi ragragan kana sajadah nginget nginget laku lampah ninggang salah jeung salah hate anu meurih hate nu ngajerit kabeulit ku dosa dosa biwir nu ngageter ngedalkeun rasa jiwa ampun ampun duh Gusti
sadness,"Pagi2 dah dibuat cirambay, terharuu aing huh"
sadness,"Padahal persiapan nyambut puasa teh ges sagala siap, naha bet asa saredih kieu ah"
fear,pabrik2 sanes kan tos mulai berlaku libur nu terang abi changsin nu acan libur :( komo mun pp pake kendaraan umum pasti keueung :((
fear,"Om meni sarieun, ulah kekerasan om ah."
anger,olshop lieur ajig ah pinafsueun hungkul
joy,"Olahraga - cape - mandi air anget , nikmat dunia pisan"
joy,Okk harurnuhun ceu. Heuu meuni nikmat
sadness,"Oh shyitt, padahal urg rindu pisan suasana mudik panggih jeung dulur dulur ngabring ka Ciamis. Nalangsa bray mun bener teh"
anger,Nyinyir we pagawean teh goblog
anger,nyiar nyiar wae pinapsueun peureup
sadness,Nyeuri dang. Raheut kanu manah na ge :(((
fear,nyeuri beteung jam sakieu tapi sieun ka jamban
sadness,"Nyeri hate, nyeri badan. Jadi hayang ceurik"
sadness,Nyeri hate wae a meuni sedih teh hirup
sadness,"Nyalindung kanu jadi indung,,nyarita kanu jadi bapa, teu aya tempat nu paling nyaman, iwal ti LAHUNAN KOLOT SORANGAN,, NYURUCUD CAI PANON,NALIKA ABDI SUMUJUD DINA LAHUNAN BAPA SARENG MAMAH"
sadness,"Nyabaran diri w ,rumaos jalmi teu gaduh ..ya allah meni gs asa kmha ieu hate hyg ceurik ngajerit"
anger,Nya ngan ku sombongna eta ey ijid pinafsueun wae
sadness,Nuju raheut iye manah :(
joy,Nuhunn ieu.. pmjikan seuseurian.. ningal nu acuk beureum
joy,"Nuhun ieu replyana, abdi gumujeng"
joy,Nuhun ieu abi seserian wkwkw
joy,Nuhun gusti abi masih tiasa keneh tuang sareng keluarga kempel bareng. Nikmat pisan~
sadness,"Nu mere kahadean jiga 'bantuan' teu tangtu kabeh ngarep balesan, cukup hargaan salila dirina aya. Tong nepi nyieun pamolah tur goreng lampah nu matak raheut manah. Beda jalma beda sipat, nu jadi ubar lain cukup ku sabar"
fear,nu maot teu kinten kinten ieu hari demi hari kareueung...
joy,"Nonton deui, angger hayang seuri deui. Kumaha atuhnya, da sekeluarga raresep ucing diditumah"
sadness,"Ninggali ucing nu asalna normal, aripek jol euweuh sukuan hiji pas panggih teh, menta dahar eeongan siga biasana, ni asa ngajerit kieu hate"
sadness,"Ninggali mamah uwih dagang ti pasar ujungberung meni sedih Naha make jeung dtutup sgala .. Tinggali supermarket meni buka dugi k wengi .. D lebet supermarket oge teu sadayana sembako Hampura curhat .. da abi mh jalmi bodo ,jd bisana ukur ambeuk kbegung hungkul"
joy,"Ninggal popotongan tos baragja sadaya , ngiring bingah weh sayamah"
fear,Ningali internet ngadon pikasieuneun jawabannateh
fear,"Ningali berita teh isina meni corona wae, matak pikasieuneun."
sadness,Ning kie nya.. sing di kiatken manah abdi mugia alloh masihan jalan kango diri anu kr ngoceak ngomean kaperih.
joy,"Nikmat pisan, sareung raos nya teteh, laukna tutut tur keong, imut waktos aralit kapungkur,"
joy,"Nikmat pisan wayah gini mah, beres ngebon langsung disuguhan es kalapa"
joy,nikmat pisan serius euy
joy,"Nikmat pisan berbuka dengan roti anu 2000,rokok magnum 3 batang, air putih dan tea panas manis uhh"
joy,"Nikmat hari pertama, menemukan campuran nikmat cincau + susu. Alhmdulillah nikmat pisan, Gusti"
sadness,"Niat hati ingin nulungan, kalah dititah nalangan, tungtungna nalangsa da teu di bayar-bayar hutangna kangeunahan:("
sadness,Ni nyeri hate... asa hayang ceurik
fear,Ni kareueung atuh ji
joy,Ngomong2 ppu na karak ayeuna ageung pisan skor na ih meuni bungah
anger,NGOMONG GITU SKALI LAGI AING KADEK SIA NYA
sadness,Ngoceak ningali raga nu papisah jeng nyawa.
sadness,Ngoceak marapatan jagad teu kawasa narimakeunna te ku Rido bulan madunya kuring teu kiat ngabayangkeunna
anger,Ngerakeun Bandung sibangkong ... Da moal jauh ti gorombolan geng gong ... Kapanggih ku aing cacag
anger,"Ngaran sia teh kuduna mencerminkan kebaikan dan kedamaian,, sia mah kalahkah sabalikna, tangkurak sia"
sadness,Ngan bisa saukur sabar jeng sabar wae. Dan Allah mah uninga atuh jang.
sadness,"Ngan bisa sabar urang mah, tawakal pasrahkeun kabeh ka Gusti Allah."
joy,ngalamun bari ngopi hideung meuni ngeunah kieu
anger,"Ngajaredog heula tangkurak sia, urang kota.mon-tong sok ngalobakeun acara heula."
fear,Ngadenge ngaran eta disebut asa kalah kareueung
joy,Ngadenge babaturan maju meuni ngarasa atoh pisan.
sadness,Ngabatin kieu meni asa era kieu keneh wae:((
joy,Nempo nu kieu hungkul aingmah seuri nyakakak
fear,"Neme ge tos tlpnan sreng s mmh,dlmbur ge berang meuni keueung djln sepi,jlmi ge teu Aya nu klluar,mlhan nuju d pantau bisi Aya nu datang ti kota"
joy,Nembe gugah kulem langsung cikopidud alah meni nikmat siah boy
sadness,nasi goreng anyinggg is paruy pertama diapelin nenteng nasgor meuni sedih:(
anger,Naon sih maraneh teh goblog!! Maju kadieu sia teh anying!! Goblog wawanian sia!! Kadek sia ku aing
anger,"naon sia anying, kadek sia ku aing"
anger,Naon atuh anjng naon?! Isuk keneh geus nyiar² pinapsueun wae..
sadness,"Nalangsa ya Allah, Hanjakal asli hanjakal."
sadness,Nalangsa pisan atuh neng teu boga dwit...
sadness,Nalangsa ih unggal ningali video eta te:(
sadness,Nalangsa abdi nalangsa kedah kumaha
sadness,"Naha ya sok parada teu ngawaro mun urang ngajakkan temenan teh, meni sedih pisan mun promot di base sepi teh"
anger,naha sih jelema teh pinafsueun wae
sadness,naha sarua pisaannnn gustii sok saredih
anger,NAHA NYIEUN PINAPSUEUN NYA
fear,Naha nya naon maksudna ieu teh ngadon bentrok sarieun indonesia
sadness,Naha nya lagu Alm. Glenn Fredly - Sedih Tak Berujung meuni Nyesek
fear,Naha jadi loba begal siang2 anjir sararoak:((
sadness,"Nah kitu, meni sedih ongkoh mahasiswa tapi mikirna kitu keneh:(("
fear,"Muringkak bulu aing, dang. Sia mah ah..."
anger,mun neangan batur TONG PULAH PILIH GOBLOG NGARANNA OGE NEANGAN BATURAN KAN
anger,"Mun anakna lain sobat aing, geus didagor tah jelema, paduli mamang dekah."
fear,"Muhun pals, sesah pendak rencangan keur pandemi kieu mah, bade kaluar ge sarieun"
sadness,muhun ih pangling pisannya sok hayang ceurik abi mun inget leutikna kumaha
sadness,"Muhun asa saredih nya, mugia enggal berlalu pandemi ieu, aminnnn"
sadness,movie in this day make me ceurik kabina - bina karena because meuni sedih pisan
joy,mIROH VERSI SUNDA MEUNI NIKMAT KIEU EUY
sadness,"min service kulkas samsung di bandung timur disebelah mana ya? minta infonya min, lagi ramadhan kulkas rusak meni saredih..."
fear,min punten betul serawan ini kah kota bandung?? . Dapet dari grup wa... Mohon klarifikasi nya... Haturnuhun... Meni asa kareueung kieu..
anger,Mikiran maneh mah pinapsueun anying
joy,Mici mincot td aku bikin es nata de coco & biji selasih nikmat pisan cot alhmdulilah menu anak kos aja
sadness,Meuni sedih pisan euy kang macana
sadness,Meuni sedih hirup teh sasadu wae
fear,Meuni sarieun Ya Allah liat berita:')
joy,Meuni ngeunah ngabarakatak eeeuy uiiiiing....!
joy,"Meuni ku endah, tebeda nami na gusti nu agung, dimana bumi endah teh"
joy,"meuni bungah kieu euy meunang di ngalam, nuhun bahh, nuhun bauman"
joy,"Meuni bingah ningalna ya alloh mudah"" PaS 02 kengeng. Cipanas cianjur atos siap.. insya alloh. Sae kapayunna amin"
joy,Meuni atoh ningali adi lanceuk guyub kitu
fear,"meuni asa rame nya crime dimamana... kemarin juga rampok di Domino Pizza Margahayu, siang-siang deuih eta mah bawa senjata api. Sarieun kieu nya Bandung"
joy,"Merinding ningali mic check rrq. Pernah ngasaan sih, juara te emang atoh jeung bangga pisan"
sadness,"mentang2 mamah ges dulur sabelah, meuni te dianggap. Heeh da mentang2 bapak ges maot"" sedih dengernya."
fear,meni serem atuh pas buka grup keluarga isinya gini :( takut banget ... dalem kondisi kaya gini org2 jd pada gila demi dpt duit.
sadness,"Meni sedih udah mah ga boleh keluar, di dalem main game diamuk, serba salah :("
sadness,Meni sedih tapi pami ningal Kopo- Cigondewah mah angger hilir mudik macet
sadness,Meni sedih nempo pimpinan urang
sadness,Meni sedih laguna bang Bry... Inget jaman ngora
sadness,"Meni saredih nya, teu paruguh jadina hirup teh:("
sadness,"Meni saredih nya, teu paruguh jadina hirup teh:("
joy,meni reeus jeng resep ningal barudak diajar macul di sawah. . .
sadness,Meni raheut kana manah euy
sadness,"meni nyelekit kana hate minn, dadas hate aink mahh, geus kuduna DjanurOut lahh"
joy,Meni nikmat ngadangukeun tembang najan 30 detik oge!
sadness,meni ngabatin rek ngudut doang gusti
sadness,meni nalangsa kie eyy
fear,Meni keueung ningalina sepi kieu :((
fear,meni kareueung gini atuhlah
fear,Meni inimah bermemberkan para wanita ih masa aku jd lesbi meni sarieun:(
fear,Meni hyg jajan ciki atuh aku teh ka indomart) ngan sien kieu
sadness,"Meni hayang ceurik maratan langit,ngoceak maratan jagat,..mundipikiran lain pikiranen,tapi kapikir wae,Mundi lamunan lain lamunaneun,tapi ras karasa nyeurina,tapi hirup kudu di jalani lain di pikiran,hirup kudu terus maju te bisa di ereunken.mun Eren maot tea"
fear,"Meni garalak ih om, sarieun:("
fear,meni da sien atuh mun ges seer lalaki nu ngariungteh:(
sadness,"Meni asa nyeuri hate sakalieun kieu th euweuh kmha2 aneun ,rk kumaha2 kbtr tara biasa arera ,nampi gusti sgala cocobi nu teu aya eureun na meskipun hate mah asa hyg cerik ngajerit teu kuat kieu wae"
fear,Mendadak sunyi dan kareueung sumpah
fear,"mdh2n hasilna negatif, didieu nu ckt2 ge aya cnh kang,ngan pihak RS wajib ""repeh"", nu jls mah asa jd kareueung euy"
sadness,matak dadas kana hate bung :(
joy,"Masyaa Allaah. Tabarakallaah. Hatur nuhun, Aa Adis. Meuni sae pisan kolabna. Barakallaahu fiik, Aa Adis."
sadness,Masih masakan cina.. nu heunyay kuahna. Asin jeung hayang utah. Cukup kuahna...da bukurna asa cangcaya. Tinyuh deui popmi nu tinggal 2. Naik ke kapal.. coba pke telpon satelit. Tapi keur raribut... manya cenah karak 5 menit beak sajuta setengah. Teu jadi nginjem na.
sadness,"Masih bisa asal pake masker. Haha Meni sedih bogor sepi mall pd tutup, gak macet kyk dulu. Sepi"
fear,"Marhaban yaa ramadhan, puasa taun ie paling beda cigana,walaupun tiap taun beda ge tapi taun ie paling beda & tiiseun,keeung kie dunya gusti"
anger,maneh teh pakboi ulah ngaku2 belum pacaran atuh maneh goblog!
anger,Maneh sakola ge can lulus sakali pipilueun pinapsueun Eh belegug sia teu ningali puluhan dr geus wafat.aya empati ke. Era jrit mahasiswa model kieu...blog lah
fear,"mamang, plis, abdi bade tidur ini teh...asa kareueung ginih..."
joy,MAMAH IEU AA DI SEBUT LUCU MENI ATOH PISAN
fear,"Malem mingguan abi mah teu kamamana, sarieun kaluar oge ah."
fear,"Malem jumaah hujan badag pisan, meni karareueung :("
joy,Malah jd ngakak Haturnuhun nobita atos menghibur
anger,Makruh goblog sakalina puasa teh siamah
anger,"Makin borokokok nya da, pikasebeleun jeung pinafsueun hirupna"
anger,Lockdown2 tai anjng lah pinapsueun kehed!!!
sadness,Lock down atawa heunte...tos ngoceak
fear,"Loba begal kieu euy,, aduh ulah kamamana teh nya'an Asa jaman gorombolan pisan ieu mah"
fear,Loba begal di tiap kotana hariwang
sadness,Lieur sedih hayang ceurik tapi era da ts peuting
anger,lieur aing mah ku sia anyng ari aya pinafsueun
sadness,Liat kulkas meni sedih molongpong eusina cai bodas doang
sadness,"Lebaran ge sepertinya tidak boleh solat ig kumaha nya, saredih gini padahal biasanya pas libur lebaran kita ulin popotoan"
joy,Langsung sumbringah moga papa ky gni everyday
sadness,Lambey teu tiasa deui nyarios nanaon... Pepereket nahan cimata.... NU antuk na bedah...lir walungan ca ah... Teu kiat ku ninggal na Hate nyeredet Ati ceurik Awak lunglay taya tangan pangawasa Ukur tiasa ngajerit na ati GUSTIIII.....!!!! YA ALLOH YA ROBBIIII...!!!
joy,"Lagi hujan, alhamdulillah pisan. Dr kmren ada 3 harian puannass pisan"
joy,"kuring miharep dinten istimewa anjeun bakal mawa anjeun seueur kabagjaan, kadeudeuh, sareng senang. anjeun pantes aranjeunna pisan. ngaraosan! wilujeng tepang taun pikeun lee jeno rl sareng lee jeno rp!s"
anger,kunaonsi emg te bisa kitu menghargai jasa aing saeutik weh. kumaha si pipikiran na sia dmn tangkurak gblg setan
joy,"Kumahanya, da aing seserian sambil ogo we sorangan tingali ieu"
anger,kumaha sia anjing ah lier bikang bikang tai anjing ah goblog teh parusing da
sadness,"kumaha ieu kang,ma enya persekusi berulang2 wae atuh,meuni sedih ninggalina."
anger,"Kumaha aing weh anjing, sia eweuh kawani mh geus cicing weh, babangus weh di gedekeun, di ajak sparing mumul, puputeran loba alesan"
anger,ku aing kadek heula dieu.
anger,"Korona anjing lah musingkeun sia teh goblog! Konpirasi2 tai anjing cina perang dagang jeung amerika. Sok2 geura perang lah anjing saria teh. Kiamat, kiamat sakalian goblog!"
anger,Kok aya nya anying jelema modelan kieu. Goblog teh parah2 teuing atuh! Dzolim pisan ajig bebelaan ka gengsi nepi ka 21 jelema jadi korban serius. Goblog pisan
sadness,kok abi nyurucud ci panon teh:((( kangen soshi
sadness,"Kiwari mah munggahan teh bisa papajar heula, ayeuna mah saredih."
fear,"Kieu tah naik angkot teh. Isi bensin ga matiin mesin, meni parno. Sien pisan"
fear,kieu da lamun imah deket kebon cau teh :( keueung ajig.
fear,"Keur paur euy di jalan, kamari loba anu di begal jeung gangster warung ge ayeuna geus jam 10 tarutup gara2 kajadian keur eta"
joy,"Keur cicing kapikiran manehnaa, pas muka WA storyna aya gusti sakitu ge meuni bungah abdi mh."
fear,keueung sih lamun bener. komo lamun ka Garut na pake umum. ayena kan te terang pas naek kendaraan umum nyebar deui kanu sanes. dinu sanes ka sebar deui
fear,Keueung kieu ajig tolong:(
sadness,kenapa ya sok jadi saredih gini kalau denger mau deket bulan puasa teh
anger,Kenapa si anj org2 teh pd gajls pisan anjing
joy,Kenapa kangkung enak pisan yaallah hatur nuhun atas nikmat nya
fear,Kenapa bocil teh ngomongin nya jurig meni sarieun
anger,"kehed siaa anyiinngg,, jd urang mah kalem atuh naonnn di kadek ku aing mah"
anger,"Kebiasaan sibangsat hapus apk hp aing mulu babi, ribet hirupna pinafsueun sateh awewe awewe"
fear,Kareueung kieu rumah sakit teh
fear,kareueung gunung gunung berapi erupsi gempa gempa dimana mana
fear,"kareueung atuh, terus tiris gitu pokonya mah, pararoek lah:("
sadness,karek ngarasa pisan meuni nyeri nyeri teuing ieu hate. mun kongang hayang ngajerit maratan langit ngoceak maratan jagad
anger,"Karek ge poe mimiti anjing. Pinapsuen we sigoblog, heran aing anjing"
